image_path,label
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal343.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper154.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass111.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard319.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass105.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass99.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic293.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal394.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper183.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard331.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass139.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal380.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper197.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic287.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper418.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal169.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic28.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard39.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper424.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard11.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper342.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal155.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper356.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper430.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic14.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass475.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass307.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper12.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard133.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper381.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal196.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper395.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal182.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard127.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal35.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal21.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper550.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass298.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic126.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper236.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper222.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard4.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass501.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash58.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass273.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper593.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash70.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash64.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper587.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal223.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic324.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic442.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard286.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard292.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic456.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic330.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal237.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard245.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic481.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard247.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard284.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic326.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal221.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal235.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic332.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic454.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash72.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper591.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass259.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper585.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass271.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper234.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic124.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper552.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper546.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard6.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper220.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic118.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper208.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal37.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal23.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash99.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal194.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard131.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass339.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard125.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal180.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper397.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass477.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard119.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper38.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass463.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal157.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard13.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper426.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper432.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic16.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal143.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper354.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper368.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard333.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper181.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal396.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic291.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic285.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard327.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass113.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass107.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass70.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic252.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper142.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal355.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper156.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal341.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic246.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass64.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal369.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass58.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass59.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal368.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic247.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal340.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper157.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass65.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass71.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper6.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal354.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper143.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic253.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass106.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass112.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal383.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper194.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic284.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic290.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper180.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper369.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic17.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper433.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper355.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal142.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal156.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard12.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass304.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper39.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass476.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass310.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard124.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass338.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper396.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal181.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper382.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal195.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper11.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard130.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass1.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash98.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic119.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal36.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper547.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper221.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic131.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic125.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper235.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper553.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass270.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass264.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper584.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash67.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash73.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal208.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic469.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic333.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal234.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard291.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic441.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard285.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal220.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic327.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard242.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal218.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic479.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic323.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal224.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard281.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic451.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard295.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal230.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic337.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass260.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper594.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash77.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash63.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper580.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal32.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash88.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper219.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass5.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic109.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal26.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper557.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper231.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic121.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper29.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass314.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass466.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard134.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper15.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass328.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper386.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal191.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper392.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal185.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard120.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper379.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard16.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper423.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper345.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal152.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass499.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper351.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal146.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper437.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass116.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass102.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal393.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic294.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard336.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic280.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass49.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal378.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic257.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal350.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper147.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper2.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass75.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass61.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic243.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass60.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic242.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper152.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal345.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper146.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal351.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic256.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass74.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper3.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal379.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass48.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard323.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper191.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic281.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic295.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal392.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard337.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass103.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass117.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper350.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass498.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper436.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper422.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard17.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal153.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper344.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper378.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal184.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper393.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard121.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass329.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper14.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard135.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal190.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass467.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass301.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard109.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass315.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper28.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass473.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper224.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/cardboard2.jpg,cardboard
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic134.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper542.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper556.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic120.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic108.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass4.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper218.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal27.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal33.jpg,metal
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash89.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash62.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/paper581.jpg,paper
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass249.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/trash76.jpg,trash
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/glass275.jpg,glass
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic450.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/plastic336.jpg,plastic
/Users/siagarg/PycharmProjects/StormHacks OpenCV/ExtDataset/metal225.jpg,metal
